churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
C001056,A00249,2024-06-08 12:02:47,competitor,0.0,False,False,False,Too expensive
C001061,A00251,2025-06-16 06:29:43,missing_features,0.0,False,True,True,Not useful
C001073,A00253,2026-11-29 10:59:02,competitor,0.0,False,True,False,Buggy
C001093,A00257,2026-03-09 05:33:15,no_longer_needed,0.0,True,False,False,
C001098,A00258,2025-04-14 20:57:15,price_too_high,0.0,False,True,False,Too expensive
C001100,A00259,2026-08-29 08:56:06,no_longer_needed,0.0,True,False,False,Too expensive
C001111,A00261,2026-12-10 14:53:34,competitor,0.0,True,False,False,Too expensive
C001120,A00263,2026-04-17 16:44:57,price_too_high,0.0,False,False,True,Not useful
C001128,A00265,2026-12-31 00:00:00,missing_features,349.6,True,False,False,Not useful
C001154,A00272,2025-11-27 21:39:50,no_longer_needed,0.0,False,True,False,Buggy
C001173,A00276,2026-06-29 00:51:36,missing_features,0.0,True,False,True,Not useful
C001192,A00280,2026-10-01 14:13:19,missing_features,0.0,True,False,False,Too expensive
C001198,A00281,2026-12-31 00:00:00,competitor,0.0,True,False,False,Too expensive
C001205,A00283,2026-05-06 01:10:43,missing_features,0.0,False,False,False,Buggy
C001219,A00286,2026-12-31 00:00:00,competitor,0.0,False,False,False,Buggy
C001221,A00287,2026-12-31 00:00:00,competitor,0.0,False,True,False,Buggy
C001223,A00288,2024-08-06 14:56:19,missing_features,0.0,False,True,False,Too expensive
C001231,A00291,2025-02-06 01:43:11,missing_features,0.0,True,False,False,Buggy
C001232,A00292,2025-08-30 11:17:53,price_too_high,0.0,False,False,False,Too expensive
C001234,A00293,2025-04-24 03:18:55,price_too_high,0.0,False,False,False,Too expensive
C001236,A00294,2025-04-28 07:56:52,competitor,0.0,False,True,False,Not useful
C001243,A00295,2026-11-13 19:53:15,no_longer_needed,0.0,False,True,False,Not useful
C001246,A00296,2026-12-31 00:00:00,no_longer_needed,0.0,True,False,False,Too expensive
C001249,A00297,2025-10-28 07:13:22,bugs,0.0,True,False,True,Buggy
C001264,A00299,2026-12-31 00:00:00,competitor,37.12,True,False,False,
C001269,A00300,2026-10-03 05:10:43,competitor,0.0,False,False,True,Buggy
C001278,A00302,2026-12-31 00:00:00,price_too_high,0.0,False,False,False,Not useful
C001295,A00307,2026-12-09 19:31:08,no_longer_needed,0.0,True,False,False,Too expensive
C001305,A00310,2026-08-19 08:25:44,price_too_high,0.0,False,True,False,Not useful
C001308,A00311,2025-07-01 05:44:32,missing_features,0.0,True,False,False,Too expensive
C001340,A00317,2026-06-15 23:52:34,no_longer_needed,0.0,True,False,False,Too expensive
C001357,A00319,2026-12-31 00:00:00,missing_features,296.88,True,False,False,Not useful
C001358,A00320,2026-11-27 00:24:38,bugs,0.0,False,False,False,Too expensive
C001364,A00321,2026-10-12 04:33:37,missing_features,0.0,False,False,True,Too expensive
C001386,A00324,2025-10-26 08:28:12,price_too_high,0.0,True,False,True,
C001402,A00327,2024-12-04 10:12:03,competitor,0.0,False,False,False,Not useful
C001429,A00335,2026-01-07 13:04:24,no_longer_needed,0.0,False,False,True,Not useful
C001438,A00338,2026-12-31 00:00:00,price_too_high,432.0,True,False,False,
C001439,A00339,2026-12-31 00:00:00,missing_features,0.0,False,False,False,Buggy
C001451,A00344,2024-08-06 16:34:59,price_too_high,0.0,True,False,True,
C001465,A00346,2024-12-25 01:08:30,price_too_high,0.0,False,True,True,Not useful
C001474,A00347,2025-08-29 23:31:02,competitor,0.0,True,False,True,
C001498,A00352,2025-07-06 23:20:38,missing_features,0.0,False,True,False,Buggy
C001508,A00354,2025-03-08 03:48:51,no_longer_needed,0.0,False,False,False,Buggy
C001511,A00355,2024-12-05 17:15:53,competitor,0.0,True,False,True,Too expensive
C001512,A00355,2025-08-16 17:15:53,no_longer_needed,0.0,True,False,False,Buggy
C001520,A00357,2025-12-29 18:35:36,no_longer_needed,0.0,True,False,False,Too expensive
C001525,A00358,2025-05-25 16:39:55,price_too_high,0.0,False,True,False,Buggy
C001534,A00360,2026-12-31 00:00:00,bugs,0.0,False,False,False,Too expensive
C001537,A00361,2025-10-27 01:27:13,bugs,0.0,False,True,False,Buggy
C001547,A00363,2026-01-11 20:56:34,price_too_high,0.0,True,False,False,Buggy
C001556,A00365,2026-11-08 18:42:27,bugs,0.0,False,False,False,Buggy
C001569,A00368,2026-04-02 08:05:54,missing_features,0.0,True,False,False,
C001574,A00370,2025-06-09 02:34:42,bugs,0.0,False,False,False,Too expensive
C001578,A00372,2025-07-16 10:16:09,missing_features,0.0,False,False,True,
C001597,A00376,2026-04-30 15:05:47,bugs,0.0,False,False,False,
C001600,A00377,2025-05-09 14:47:36,bugs,0.0,True,False,False,Buggy
C001608,A00380,2026-09-21 03:58:14,bugs,0.0,True,False,False,Too expensive
C001617,A00382,2026-09-14 06:35:18,price_too_high,0.0,True,False,False,Too expensive
C001622,A00383,2026-09-29 19:26:50,competitor,0.0,False,False,False,Too expensive
C001625,A00384,2026-07-12 13:52:12,competitor,0.0,True,False,False,Buggy
C001633,A00386,2025-09-02 10:11:56,bugs,0.0,True,False,False,Not useful
C001641,A00388,2024-04-30 07:46:33,bugs,0.0,False,False,False,Buggy
C001648,A00389,2026-07-16 08:35:03,competitor,0.0,True,False,False,
C001663,A00392,2026-12-31 00:00:00,competitor,0.0,False,False,False,Not useful
C001665,A00393,2026-12-31 00:00:00,missing_features,0.0,True,False,False,Too expensive
C001673,A00396,2024-07-09 04:07:44,bugs,0.0,False,False,False,Too expensive
C001694,A00401,2026-05-27 16:19:57,competitor,0.0,True,False,False,Buggy
C001696,A00402,2025-01-29 17:56:37,bugs,0.0,False,False,False,
C001701,A00403,2026-02-14 01:32:38,competitor,0.0,False,False,False,Buggy
C001713,A00405,2026-12-01 23:52:15,no_longer_needed,0.0,False,True,False,Buggy
C001721,A00407,2026-12-31 00:00:00,competitor,0.0,True,False,False,
C001733,A00410,2026-04-13 13:36:52,price_too_high,0.0,False,False,True,Too expensive
C001742,A00412,2026-07-10 14:25:14,no_longer_needed,0.0,False,True,False,Not useful
C001747,A00413,2025-11-03 02:42:16,price_too_high,0.0,False,False,False,Not useful
C001752,A00414,2026-11-20 14:43:16,price_too_high,0.0,True,False,False,
C001763,A00417,2026-09-29 08:14:51,bugs,0.0,False,False,True,Not useful
C001764,A00417,2026-12-31 00:00:00,bugs,0.0,False,False,False,
C001766,A00418,2026-04-17 23:00:38,price_too_high,0.0,True,False,False,Buggy
C001787,A00421,2026-06-17 10:39:23,competitor,0.0,True,False,False,
C001794,A00424,2025-03-31 12:51:38,bugs,0.0,False,False,True,Buggy
C001797,A00424,2026-03-04 12:51:38,missing_features,0.0,True,False,True,Too expensive
C001801,A00425,2026-12-26 23:33:57,price_too_high,0.0,False,False,False,Buggy
C001811,A00427,2025-06-10 10:22:04,bugs,0.0,False,False,False,Buggy
C001814,A00429,2026-02-14 06:16:47,no_longer_needed,0.0,False,False,False,Too expensive
C001825,A00431,2025-07-09 14:13:42,price_too_high,0.0,True,False,False,Buggy
C001832,A00433,2026-02-18 16:32:27,no_longer_needed,0.0,False,True,True,Too expensive
C001847,A00437,2026-01-29 23:15:34,no_longer_needed,0.0,True,False,False,Not useful
C001857,A00439,2026-02-20 15:21:09,price_too_high,0.0,False,True,False,
C001859,A00440,2026-12-23 10:38:50,no_longer_needed,0.0,False,True,False,Buggy
C001870,A00443,2025-06-19 07:03:20,bugs,0.0,False,True,True,Buggy
C001875,A00444,2026-12-31 00:00:00,competitor,0.0,False,True,False,Buggy
C001880,A00445,2026-09-19 07:16:18,price_too_high,0.0,True,False,True,
C001884,A00446,2024-12-17 02:20:16,missing_features,0.0,False,False,False,
C001895,A00449,2025-09-10 14:49:30,missing_features,0.0,False,False,False,Too expensive
C001898,A00450,2026-04-07 10:13:43,no_longer_needed,0.0,False,True,False,Buggy
C001899,A00451,2026-12-11 17:04:34,bugs,0.0,False,False,False,Not useful
C001913,A00455,2026-04-02 13:30:50,bugs,0.0,False,False,False,Buggy
C001914,A00456,2025-06-27 16:11:09,no_longer_needed,0.0,False,False,True,Not useful
C001917,A00456,2026-05-11 16:11:09,price_too_high,0.0,False,False,False,Not useful
C001924,A00459,2026-01-09 01:45:58,missing_features,0.0,False,False,True,Buggy
C001925,A00459,2026-09-21 01:45:58,no_longer_needed,0.0,False,True,False,
C001928,A00460,2024-12-12 12:35:39,missing_features,0.0,True,False,True,Not useful
C001937,A00461,2025-08-27 00:40:14,bugs,0.0,False,True,False,Buggy
C001951,A00464,2026-12-31 00:00:00,competitor,0.0,False,False,False,Too expensive
C001968,A00468,2026-08-04 07:05:11,price_too_high,0.0,False,False,True,Too expensive
C001979,A00470,2026-12-31 00:00:00,no_longer_needed,0.0,False,False,False,
C001982,A00472,2024-12-14 21:47:48,missing_features,0.0,False,False,True,Too expensive
C001989,A00473,2026-11-15 23:48:44,price_too_high,0.0,False,True,False,Not useful
C002007,A00478,2026-12-07 06:55:38,price_too_high,0.0,True,False,False,Buggy
C002017,A00480,2026-07-18 16:17:50,missing_features,0.0,False,True,True,Too expensive
C002038,A00484,2026-12-05 10:22:00,bugs,0.0,True,False,False,
C002051,A00487,2026-12-31 00:00:00,no_longer_needed,643.5,False,True,False,Not useful
C002052,A00488,2026-08-09 05:27:11,bugs,0.0,False,False,False,Too expensive
C002063,A00490,2026-11-10 23:27:10,no_longer_needed,0.0,False,False,False,
C002080,A00493,2026-02-04 06:30:31,competitor,0.0,True,False,True,Not useful
C002085,A00495,2025-08-21 16:38:32,bugs,0.0,False,False,False,Not useful
C002101,A00499,2025-10-17 19:32:24,price_too_high,0.0,False,False,False,Not useful
C002116,A00502,2026-10-16 18:48:47,bugs,0.0,True,False,False,Buggy
C002123,A00503,2026-12-31 00:00:00,bugs,794.88,False,False,False,Buggy
C002129,A00504,2025-11-29 16:39:48,missing_features,0.0,True,False,False,Too expensive
C002135,A00505,2026-08-19 02:15:32,bugs,0.0,False,False,False,Not useful
C002139,A00506,2026-12-31 00:00:00,missing_features,0.0,False,False,False,Too expensive
C002152,A00510,2026-12-31 00:00:00,bugs,0.0,False,False,False,Too expensive
C002154,A00511,2024-06-08 19:10:46,no_longer_needed,0.0,False,True,False,
C002165,A00513,2026-06-13 00:10:57,competitor,0.0,False,False,False,Buggy
C002177,A00515,2026-12-31 00:00:00,bugs,0.0,False,True,False,Buggy
C002188,A00517,2025-08-15 00:26:21,missing_features,0.0,True,False,False,
C002190,A00518,2025-06-18 00:46:50,no_longer_needed,0.0,True,False,False,Too expensive
C002195,A00519,2026-12-31 00:00:00,bugs,0.0,False,True,False,Buggy
C002197,A00520,2024-11-13 19:37:01,missing_features,0.0,False,False,False,Not useful
C002220,A00524,2025-12-02 11:06:11,missing_features,0.0,False,True,False,
C002236,A00527,2026-12-31 00:00:00,competitor,0.0,False,True,False,
C002251,A00530,2026-01-20 07:59:10,bugs,0.0,False,True,False,Buggy
C002280,A00534,2026-02-13 19:49:18,no_longer_needed,0.0,False,False,False,Buggy
C002308,A00540,2025-11-17 08:06:02,bugs,0.0,False,False,True,Not useful
C002316,A00541,2026-11-11 07:56:27,bugs,0.0,True,False,False,Not useful
C002317,A00542,2026-06-19 20:54:29,price_too_high,0.0,False,False,False,Buggy
C002329,A00544,2026-06-24 11:45:59,bugs,0.0,False,False,True,
C002335,A00545,2026-12-31 00:00:00,price_too_high,0.0,False,True,False,Buggy
C002338,A00546,2026-12-31 00:00:00,bugs,0.0,True,False,False,
C002343,A00547,2025-04-01 07:26:22,bugs,0.0,False,True,False,Too expensive
C002345,A00548,2026-09-04 12:38:15,price_too_high,0.0,False,True,True,Not useful
C002357,A00550,2026-12-31 00:00:00,price_too_high,0.0,False,True,False,
C002368,A00552,2026-12-31 00:00:00,missing_features,0.0,False,True,False,
C002371,A00553,2025-04-07 07:04:22,bugs,0.0,True,False,False,Buggy
C002380,A00554,2026-08-22 02:23:12,competitor,0.0,False,True,False,Buggy
C002382,A00555,2026-10-11 07:22:46,price_too_high,0.0,False,True,False,Too expensive
C002391,A00557,2025-07-15 21:11:47,no_longer_needed,0.0,True,False,False,Buggy
C002425,A00564,2026-12-31 00:00:00,price_too_high,0.0,True,False,False,Too expensive
C002428,A00565,2026-03-06 07:30:34,price_too_high,0.0,False,True,False,
C002439,A00567,2025-03-24 12:59:11,missing_features,0.0,True,False,False,Not useful
C002441,A00568,2026-06-01 15:04:50,price_too_high,0.0,True,False,False,
C002442,A00569,2026-10-31 19:33:01,competitor,0.0,False,False,False,Not useful
C002463,A00572,2026-08-25 03:29:23,bugs,0.0,False,True,False,Not useful
C002467,A00573,2025-03-19 19:44:27,bugs,0.0,False,False,False,Not useful
C002476,A00576,2025-02-09 22:28:18,bugs,0.0,True,False,True,
C002481,A00576,2026-12-31 00:00:00,missing_features,0.0,False,False,False,Not useful
C002482,A00577,2026-12-31 00:00:00,competitor,0.0,False,False,False,Not useful
C002491,A00580,2024-11-11 08:57:00,competitor,0.0,False,False,False,
C002500,A00582,2025-12-01 10:18:02,competitor,0.0,False,False,True,Too expensive
C002516,A00585,2025-04-17 17:20:19,bugs,0.0,False,False,False,Too expensive
C002527,A00587,2025-08-22 09:13:18,missing_features,0.0,True,False,False,Not useful
C002536,A00590,2026-11-14 12:54:15,missing_features,0.0,False,False,False,Buggy
C002551,A00593,2024-11-13 18:25:09,missing_features,0.0,False,True,True,Too expensive
C002561,A00594,2026-05-25 14:46:20,price_too_high,0.0,False,False,False,
C002567,A00597,2024-12-12 10:04:35,missing_features,0.0,True,False,False,
C002601,A00603,2026-07-19 05:14:14,missing_features,0.0,False,True,True,Buggy
C002603,A00604,2026-12-31 00:00:00,missing_features,75.76,False,False,False,Too expensive
C002623,A00609,2026-12-31 00:00:00,no_longer_needed,0.0,False,True,False,Too expensive
C002649,A00615,2025-04-19 06:40:19,missing_features,0.0,False,False,False,
C002650,A00616,2024-12-10 20:23:22,price_too_high,0.0,False,False,False,Not useful
C002658,A00619,2025-10-21 10:36:51,competitor,0.0,False,True,False,Too expensive
C002661,A00621,2026-10-26 14:41:59,no_longer_needed,0.0,False,True,False,
C002662,A00622,2026-12-31 00:00:00,bugs,0.0,False,False,False,Too expensive
C002664,A00624,2026-03-14 17:57:52,competitor,0.0,False,False,False,Buggy
C002666,A00625,2026-12-31 00:00:00,price_too_high,0.0,False,True,False,Too expensive
C002677,A00628,2026-12-31 00:00:00,competitor,0.0,False,False,False,Not useful
C002701,A00632,2026-02-15 00:09:20,bugs,0.0,False,True,False,Not useful
C002704,A00634,2025-03-30 01:17:28,price_too_high,0.0,False,False,True,Buggy
C002721,A00637,2026-10-21 18:04:15,competitor,0.0,False,False,True,Too expensive
C002742,A00642,2026-02-26 18:39:21,bugs,0.0,False,False,False,
C002757,A00646,2025-05-14 17:40:16,missing_features,0.0,False,False,False,Buggy
C002761,A00648,2025-08-28 04:43:53,competitor,0.0,False,False,False,Not useful
C002769,A00651,2025-11-14 10:40:35,missing_features,0.0,False,False,False,Buggy
C002789,A00656,2026-04-05 10:05:32,competitor,0.0,False,False,False,
C002807,A00662,2026-12-08 17:21:02,price_too_high,0.0,False,False,False,
C002808,A00663,2024-10-18 02:53:24,price_too_high,0.0,False,False,False,Buggy
C002819,A00665,2026-03-12 22:03:38,bugs,0.0,False,True,True,
C002831,A00667,2025-11-29 08:33:42,price_too_high,0.0,True,False,False,Not useful
C002840,A00670,2025-07-26 15:14:39,price_too_high,0.0,True,False,False,Too expensive
C002841,A00671,2024-05-28 05:44:27,competitor,0.0,False,False,False,
C002849,A00672,2026-05-24 18:19:50,no_longer_needed,0.0,False,True,False,Too expensive
C002862,A00676,2024-08-20 21:24:56,competitor,0.0,False,False,True,Too expensive
C002872,A00677,2025-08-12 07:20:21,price_too_high,0.0,False,False,True,
C002881,A00678,2026-08-29 19:44:45,competitor,0.0,True,False,False,Buggy
C002883,A00680,2026-10-13 20:58:55,no_longer_needed,0.0,False,False,False,
C002892,A00681,2026-12-31 00:00:00,price_too_high,0.0,False,True,False,Too expensive
C002901,A00685,2026-12-31 00:00:00,missing_features,0.0,False,False,False,Buggy
C002903,A00686,2026-05-18 20:08:55,missing_features,0.0,True,False,False,Not useful
C002908,A00689,2026-12-23 06:59:08,price_too_high,0.0,False,False,False,Too expensive
C002932,A00693,2026-05-20 08:14:31,missing_features,0.0,False,False,False,
C002934,A00694,2024-12-02 18:57:37,competitor,0.0,False,False,True,Not useful
C002941,A00694,2026-10-25 18:57:37,no_longer_needed,0.0,True,False,False,Not useful
C002955,A00699,2025-09-03 06:17:11,price_too_high,0.0,True,False,False,
C002959,A00701,2024-10-09 18:03:26,no_longer_needed,0.0,False,False,False,
C002969,A00704,2025-11-10 12:41:15,bugs,0.0,True,False,False,Not useful
C002978,A00706,2026-04-12 04:37:02,no_longer_needed,0.0,False,True,False,Buggy
C002984,A00707,2026-06-01 11:11:16,price_too_high,0.0,False,True,False,
C002988,A00710,2025-11-13 19:03:38,bugs,0.0,False,False,False,Not useful
C002989,A00711,2026-10-04 15:05:13,competitor,0.0,False,False,False,
C002992,A00712,2026-12-27 03:14:42,price_too_high,0.0,True,False,False,Not useful
C003000,A00714,2026-05-27 05:31:36,missing_features,0.0,False,True,True,Too expensive
C003011,A00716,2026-07-17 15:45:42,no_longer_needed,0.0,False,False,False,Buggy
C003012,A00717,2024-05-17 04:12:49,competitor,0.0,False,False,False,Buggy
C003014,A00718,2024-12-22 13:42:37,bugs,0.0,False,True,False,Buggy
C003017,A00719,2026-09-30 23:31:08,no_longer_needed,0.0,False,True,False,Too expensive
C003034,A00723,2026-01-06 05:59:34,no_longer_needed,0.0,False,False,True,Buggy
C003040,A00725,2026-02-10 08:02:50,price_too_high,0.0,False,True,True,Not useful
C003049,A00728,2024-09-25 15:18:45,missing_features,0.0,False,True,False,Too expensive
C003051,A00729,2024-10-03 05:02:50,competitor,0.0,False,False,False,
C003058,A00730,2026-04-26 00:27:23,missing_features,0.0,False,False,True,Too expensive
C003096,A00738,2025-09-04 11:42:28,missing_features,0.0,True,False,True,Too expensive
C003103,A00739,2026-12-31 00:00:00,price_too_high,0.0,False,True,False,Too expensive
C003107,A00740,2025-09-05 11:38:34,missing_features,0.0,False,False,False,
C003114,A00742,2025-04-03 04:06:29,missing_features,0.0,False,False,False,Buggy
C003127,A00745,2026-05-23 15:12:35,no_longer_needed,0.0,True,False,False,Too expensive
C003131,A00747,2025-11-20 09:08:23,bugs,0.0,False,False,False,Too expensive
C003136,A00748,2026-06-05 13:01:47,no_longer_needed,0.0,True,False,False,Too expensive
C003144,A00749,2026-06-15 01:52:06,price_too_high,0.0,True,False,False,Buggy
C003159,A00752,2026-12-31 00:00:00,missing_features,0.0,False,True,False,Too expensive
C003162,A00753,2025-09-03 10:45:23,price_too_high,0.0,False,True,False,Too expensive
C003178,A00756,2026-04-28 02:05:06,missing_features,0.0,False,False,True,Too expensive
C003197,A00759,2026-12-31 00:00:00,price_too_high,0.0,True,False,False,Too expensive
C003209,A00762,2026-01-01 02:44:52,bugs,0.0,False,False,False,Buggy
C003216,A00764,2026-12-28 10:04:52,missing_features,0.0,False,False,False,Not useful
C003225,A00766,2025-05-22 22:04:49,price_too_high,0.0,False,False,False,Buggy
C003229,A00767,2025-07-21 00:27:56,no_longer_needed,0.0,False,True,False,
C003240,A00770,2026-12-31 00:00:00,bugs,0.0,True,False,False,Not useful
C003243,A00771,2026-11-06 18:14:06,missing_features,0.0,False,False,False,Buggy
